Season,TeamID,ClutchWins,ClutchLosses,ClutchRatio
1986,1318,2.0,0.0,1.0
1986,1319,1.0,1.0,0.5
1986,1320,1.0,3.0,0.25
1986,1321,1.0,3.0,0.25
1986,1322,3.0,1.0,0.75
1986,1323,1.0,2.0,0.3333333333333333
1986,1325,3.0,2.0,0.6
1986,1326,2.0,4.0,0.3333333333333333
1986,1328,6.0,4.0,0.6
1986,1329,3.0,0.0,1.0
1986,1330,4.0,0.0,1.0
1986,1332,1.0,2.0,0.3333333333333333
1986,1333,2.0,5.0,0.2857142857142857
1986,1334,3.0,3.0,0.5
1986,1335,1.0,2.0,0.3333333333333333
1986,1336,2.0,4.0,0.3333333333333333
1986,1337,3.0,0.0,1.0
1986,1338,2.0,4.0,0.3333333333333333
1986,1339,4.0,4.0,0.5
1986,1343,5.0,2.0,0.7142857142857143
1986,1344,3.0,3.0,0.5
1986,1345,3.0,2.0,0.6
1986,1347,2.0,2.0,0.5
1986,1348,2.0,6.0,0.25
1986,1349,4.0,4.0,0.5
1986,1350,2.0,3.0,0.4
1986,1351,1.0,3.0,0.25
1986,1352,2.0,4.0,0.3333333333333333
1986,1353,1.0,1.0,0.5
1986,1354,4.0,4.0,0.5
1986,1356,4.0,3.0,0.5714285714285714
1986,1359,6.0,3.0,0.6666666666666666
1986,1361,4.0,8.0,0.3333333333333333
1986,1362,2.0,3.0,0.4
1986,1363,4.0,5.0,0.4444444444444444
1986,1364,5.0,3.0,0.625
1986,1365,2.0,4.0,0.3333333333333333
1986,1368,2.0,3.0,0.4
1986,1371,3.0,2.0,0.6
1986,1373,4.0,2.0,0.6666666666666666
1986,1374,1.0,1.0,0.5
1986,1375,5.0,6.0,0.45454545454545453
1986,1376,1.0,4.0,0.2
1986,1378,2.0,1.0,0.6666666666666666
1986,1379,4.0,1.0,0.8
1986,1380,2.0,3.0,0.4
1986,1382,7.0,1.0,0.875
1986,1383,3.0,5.0,0.375
1986,1384,5.0,3.0,0.625
1986,1385,6.0,2.0,0.75
1986,1386,4.0,1.0,0.8
1986,1387,4.0,1.0,0.8
1986,1388,4.0,2.0,0.6666666666666666
1986,1389,3.0,5.0,0.375
1986,1390,1.0,6.0,0.14285714285714285
1986,1391,2.0,2.0,0.5
1986,1393,3.0,2.0,0.6
1986,1395,3.0,4.0,0.42857142857142855
1986,1396,2.0,2.0,0.5
1986,1397,3.0,4.0,0.42857142857142855
1986,1398,4.0,2.0,0.6666666666666666
1986,1399,3.0,2.0,0.6
1986,1400,4.0,6.0,0.4
1986,1401,2.0,2.0,0.5
1986,1403,6.0,4.0,0.6
1986,1405,5.0,2.0,0.7142857142857143
1986,1409,4.0,4.0,0.5
1986,1410,1.0,3.0,0.25
1986,1412,2.0,4.0,0.3333333333333333
1986,1414,1.0,1.0,0.5
1986,1416,2.0,1.0,0.6666666666666666
1986,1417,2.0,1.0,0.6666666666666666
1986,1418,4.0,2.0,0.6666666666666666
1986,1419,2.0,4.0,0.3333333333333333
1986,1423,1.0,2.0,0.3333333333333333
1986,1424,4.0,0.0,1.0
1986,1425,1.0,4.0,0.2
1986,1426,3.0,2.0,0.6
1986,1427,1.0,3.0,0.25
1986,1428,5.0,3.0,0.625
1986,1429,5.0,3.0,0.625
1986,1431,7.0,3.0,0.7
1986,1432,1.0,3.0,0.25
1986,1433,3.0,6.0,0.3333333333333333
1986,1434,1.0,1.0,0.5
1986,1435,4.0,3.0,0.5714285714285714
1986,1436,2.0,6.0,0.25
1986,1437,3.0,3.0,0.5
1986,1438,4.0,2.0,0.6666666666666666
1986,1439,2.0,5.0,0.2857142857142857
1986,1440,2.0,7.0,0.2222222222222222
1986,1441,6.0,4.0,0.6
1986,1442,3.0,3.0,0.5
1986,1443,4.0,2.0,0.6666666666666666
1986,1444,1.0,1.0,0.5
1986,1446,3.0,3.0,0.5
1986,1447,2.0,3.0,0.4
1986,1448,2.0,5.0,0.2857142857142857
1986,1449,3.0,2.0,0.6
1986,1450,8.0,5.0,0.6153846153846154
1986,1451,3.0,4.0,0.42857142857142855
1986,1452,4.0,3.0,0.5714285714285714
1986,1453,1.0,4.0,0.2
1986,1455,4.0,4.0,0.5
1986,1456,1.0,2.0,0.3333333333333333
1986,1458,3.0,5.0,0.375
1986,1461,6.0,4.0,0.6
1986,1462,5.0,0.0,1.0
1986,1463,4.0,3.0,0.5714285714285714
1986,1464,3.0,4.0,0.42857142857142855
1987,1102,1.0,2.0,0.3333333333333333
1987,1103,1.0,4.0,0.2
1987,1104,3.0,2.0,0.6
1987,1106,1.0,2.0,0.3333333333333333
1987,1108,2.0,1.0,0.6666666666666666
1987,1109,1.0,1.0,0.5
1987,1110,6.0,3.0,0.6666666666666666
1987,1111,1.0,2.0,0.3333333333333333
1987,1112,1.0,5.0,0.16666666666666666
1987,1113,3.0,0.0,1.0
1987,1114,9.0,3.0,0.75
1987,1116,3.0,3.0,0.5
1987,1117,6.0,5.0,0.5454545454545454
1987,1118,3.0,3.0,0.5
1987,1119,5.0,1.0,0.8333333333333334
1987,1120,1.0,3.0,0.25
1987,1121,3.0,3.0,0.5
1987,1122,6.0,5.0,0.5454545454545454
1987,1123,3.0,8.0,0.2727272727272727
1987,1124,5.0,3.0,0.625
1987,1126,3.0,4.0,0.42857142857142855
1987,1129,1.0,3.0,0.25
1987,1130,3.0,3.0,0.5
1987,1131,2.0,4.0,0.3333333333333333
1987,1132,6.0,1.0,0.8571428571428571
1987,1133,4.0,3.0,0.5714285714285714
1987,1134,3.0,3.0,0.5
1987,1135,3.0,2.0,0.6
1987,1137,5.0,0.0,1.0
1987,1139,4.0,4.0,0.5
1987,1140,3.0,4.0,0.42857142857142855
1987,1141,3.0,2.0,0.6
1987,1143,8.0,3.0,0.7272727272727273
1987,1144,4.0,5.0,0.4444444444444444
1987,1145,3.0,2.0,0.6
1987,1147,3.0,1.0,0.75
1987,1148,1.0,3.0,0.25
1987,1149,3.0,4.0,0.42857142857142855
1987,1151,5.0,2.0,0.7142857142857143
1987,1152,2.0,0.0,1.0
1987,1153,6.0,4.0,0.6
1987,1154,1.0,3.0,0.25
1987,1155,4.0,1.0,0.8
1987,1156,3.0,2.0,0.6
1987,1157,1.0,0.0,1.0
1987,1159,1.0,1.0,0.5
1987,1160,4.0,5.0,0.4444444444444444
1987,1161,5.0,5.0,0.5
1987,1162,1.0,2.0,0.3333333333333333
1987,1163,3.0,3.0,0.5
1987,1164,1.0,3.0,0.25
1987,1165,2.0,1.0,0.6666666666666666
1987,1166,4.0,3.0,0.5714285714285714
1987,1168,3.0,4.0,0.42857142857142855
1987,1171,2.0,2.0,0.5
1987,1172,3.0,2.0,0.6
1987,1173,7.0,2.0,0.7777777777777778
1987,1174,2.0,1.0,0.6666666666666666
1987,1175,2.0,3.0,0.4
1987,1178,3.0,0.0,1.0
1987,1179,2.0,4.0,0.3333333333333333
1987,1180,6.0,2.0,0.75
1987,1181,3.0,2.0,0.6
1987,1182,1.0,2.0,0.3333333333333333
1987,1183,2.0,3.0,0.4
1987,1184,5.0,5.0,0.5
1987,1186,2.0,0.0,1.0
1987,1187,1.0,4.0,0.2
1987,1190,3.0,4.0,0.42857142857142855
1987,1191,6.0,1.0,0.8571428571428571
1987,1192,3.0,3.0,0.5
1987,1193,6.0,5.0,0.5454545454545454
1987,1197,1.0,4.0,0.2
1987,1199,3.0,4.0,0.42857142857142855
1987,1200,3.0,7.0,0.3
1987,1201,4.0,4.0,0.5
1987,1202,1.0,2.0,0.3333333333333333
1987,1203,1.0,2.0,0.3333333333333333
1987,1204,5.0,2.0,0.7142857142857143
1987,1206,3.0,5.0,0.375
1987,1207,5.0,3.0,0.625
1987,1208,2.0,3.0,0.4
1987,1210,2.0,6.0,0.25
1987,1211,3.0,3.0,0.5
1987,1212,5.0,1.0,0.8333333333333334
1987,1215,3.0,2.0,0.6
1987,1216,5.0,5.0,0.5
1987,1217,2.0,3.0,0.4
1987,1218,3.0,3.0,0.5
1987,1220,3.0,2.0,0.6
1987,1221,3.0,4.0,0.42857142857142855
1987,1222,2.0,4.0,0.3333333333333333
1987,1223,1.0,4.0,0.2
1987,1224,3.0,0.0,1.0
1987,1225,4.0,3.0,0.5714285714285714
1987,1226,3.0,2.0,0.6
1987,1227,1.0,1.0,0.5
1987,1228,4.0,5.0,0.4444444444444444
1987,1229,3.0,6.0,0.3333333333333333
1987,1231,7.0,1.0,0.875
1987,1232,2.0,6.0,0.25
1987,1233,2.0,3.0,0.4
1987,1234,5.0,0.0,1.0
1987,1235,2.0,7.0,0.2222222222222222
1987,1238,5.0,4.0,0.5555555555555556
1987,1241,6.0,3.0,0.6666666666666666
1987,1242,8.0,6.0,0.5714285714285714
1987,1243,7.0,4.0,0.6363636363636364
1987,1245,3.0,2.0,0.6
1987,1246,6.0,1.0,0.8571428571428571
1987,1247,1.0,2.0,0.3333333333333333
1987,1248,1.0,6.0,0.14285714285714285
1987,1249,2.0,2.0,0.5
1987,1250,7.0,6.0,0.5384615384615384
1987,1253,1.0,3.0,0.25
1987,1254,2.0,4.0,0.3333333333333333
1987,1256,6.0,1.0,0.8571428571428571
1987,1257,3.0,2.0,0.6
1987,1258,2.0,1.0,0.6666666666666666
1987,1259,1.0,2.0,0.3333333333333333
1987,1260,5.0,7.0,0.4166666666666667
1987,1261,6.0,3.0,0.6666666666666666
1987,1263,4.0,1.0,0.8
1987,1264,2.0,1.0,0.6666666666666666
1987,1265,6.0,4.0,0.6
1987,1266,1.0,6.0,0.14285714285714285
1987,1267,4.0,1.0,0.8
1987,1268,1.0,1.0,0.5
1987,1269,5.0,1.0,0.8333333333333334
1987,1270,3.0,1.0,0.75
1987,1272,5.0,4.0,0.5555555555555556
1987,1273,3.0,5.0,0.375
1987,1274,4.0,2.0,0.6666666666666666
1987,1275,6.0,4.0,0.6
1987,1276,1.0,3.0,0.25
1987,1277,2.0,4.0,0.3333333333333333
1987,1278,1.0,2.0,0.3333333333333333
1987,1279,3.0,4.0,0.42857142857142855
1987,1280,3.0,2.0,0.6
1987,1281,5.0,4.0,0.5555555555555556
1987,1283,7.0,0.0,1.0
1987,1284,2.0,3.0,0.4
1987,1286,2.0,0.0,1.0
1987,1287,2.0,5.0,0.2857142857142857
1987,1288,4.0,1.0,0.8
1987,1290,4.0,4.0,0.5
1987,1292,5.0,4.0,0.5555555555555556
1987,1293,5.0,2.0,0.7142857142857143
1987,1296,1.0,2.0,0.3333333333333333
1987,1298,5.0,3.0,0.625
1987,1299,3.0,1.0,0.75
1987,1301,6.0,3.0,0.6666666666666666
1987,1304,7.0,2.0,0.7777777777777778
