Season,TeamID,Wins,Losses,PtsFor,PtsAgainst,WinRatio,PtsDiff,PtsForRatio
1985,1179,9,15,653,912,0.375,-259,0.4172523961661342
1985,1180,10,18,755,1120,0.35714285714285715,-365,0.4026666666666667
1985,1181,22,7,1793,505,0.7586206896551724,1288,0.7802436901653612
1985,1182,9,18,599,1116,0.3333333333333333,-517,0.3492711370262391
1985,1183,17,10,1297,715,0.6296296296296297,582,0.6446322067594433
1985,1184,12,13,829,776,0.48,53,0.5165109034267913
1985,1185,14,13,1102,928,0.5185185185185185,174,0.5428571428571428
1985,1186,8,15,616,869,0.34782608695652173,-253,0.4148148148148148
1985,1187,4,21,281,1313,0.16,-1032,0.17628607277289837
1985,1190,8,18,610,1111,0.3076923076923077,-501,0.35444509006391633
1985,1191,11,16,820,1090,0.4074074074074074,-270,0.4293193717277487
1985,1192,19,9,1364,537,0.6785714285714286,827,0.7175170962651236
1985,1193,10,17,774,1227,0.37037037037037035,-453,0.3868065967016492
1985,1196,17,11,1339,688,0.6071428571428571,651,0.6605821410952146
1985,1197,8,16,712,1045,0.3333333333333333,-333,0.4052361980648833
1985,1199,10,16,839,1099,0.38461538461538464,-260,0.4329205366357069
1985,1200,19,11,1365,653,0.6333333333333333,712,0.6764122893954411
1985,1201,20,8,1211,454,0.7142857142857143,757,0.7273273273273273
1985,1202,5,21,332,1277,0.19230769230769232,-945,0.20633934120571784
1985,1203,13,14,1062,824,0.48148148148148145,238,0.5630965005302226
1985,1204,20,5,1397,323,0.8,1074,0.8122093023255814
1985,1206,17,11,1389,808,0.6071428571428571,581,0.6322257624032772
1985,1207,25,2,1917,128,0.9259259259259259,1789,0.9374083129584352
1985,1208,19,8,1541,554,0.7037037037037037,987,0.7355608591885442
1985,1209,1,25,73,1645,0.038461538461538464,-1572,0.042491268917345754
1985,1210,24,7,1754,444,0.7741935483870968,1310,0.7979981801637852
1985,1211,12,13,734,690,0.48,44,0.5154494382022472
1985,1212,6,18,422,1050,0.25,-628,0.2866847826086957
1985,1215,8,17,545,1087,0.32,-542,0.33394607843137253
1985,1216,6,20,416,1287,0.23076923076923078,-871,0.24427480916030533
1985,1217,12,9,847,513,0.5714285714285714,334,0.6227941176470588
1985,1218,10,18,732,1213,0.35714285714285715,-481,0.3763496143958869
1985,1220,11,15,857,1028,0.4230769230769231,-171,0.4546419098143236
1985,1221,8,19,611,1248,0.2962962962962963,-637,0.32867132867132864
1985,1222,13,13,1072,936,0.5,136,0.5338645418326693
1985,1223,17,8,1235,473,0.68,762,0.7230679156908665
1985,1224,16,10,1126,603,0.6153846153846154,523,0.6512434933487565
1985,1225,5,21,394,1451,0.19230769230769232,-1057,0.21355013550135502
1985,1226,10,18,871,1208,0.35714285714285715,-337,0.41895141895141896
1985,1227,13,13,940,884,0.5,56,0.5153508771929824
1985,1228,23,8,1684,431,0.7419354838709677,1253,0.7962174940898346
1985,1229,20,7,1484,449,0.7407407407407407,1035,0.7677185721676151
1985,1231,15,13,1186,779,0.5357142857142857,407,0.6035623409669211
1985,1232,11,15,912,1074,0.4230769230769231,-162,0.459214501510574
1985,1233,25,4,1868,291,0.8620689655172413,1577,0.8652153774895786
1985,1234,20,10,1525,567,0.6666666666666666,958,0.7289674952198852
1985,1235,17,12,1271,815,0.5862068965517241,456,0.6093000958772771
1985,1238,8,16,614,986,0.3333333333333333,-372,0.38375
1985,1239,13,14,983,872,0.48148148148148145,111,0.5299191374663073
1985,1241,12,14,814,800,0.46153846153846156,14,0.5043370508054523
1985,1242,23,7,1809,472,0.7666666666666667,1337,0.7930732135028496
1985,1243,12,14,902,877,0.46153846153846156,25,0.507026419336706
1985,1245,16,12,1240,783,0.5714285714285714,457,0.6129510627780524
1985,1246,16,12,1082,755,0.5714285714285714,327,0.5890038105606968
1985,1247,15,13,1169,891,0.5357142857142857,278,0.5674757281553398
1985,1248,13,13,830,808,0.5,22,0.5067155067155067
1985,1249,19,11,1546,694,0.6333333333333333,852,0.6901785714285714
1985,1250,11,18,822,1085,0.3793103448275862,-263,0.43104352385946515
1985,1253,2,23,144,1457,0.08,-1313,0.08994378513429106
1985,1254,11,13,848,928,0.4583333333333333,-80,0.4774774774774775
1985,1256,26,2,2034,136,0.9285714285714286,1898,0.9373271889400921
1985,1257,14,14,1022,901,0.5,121,0.531461258450338
1985,1258,7,16,503,1029,0.30434782608695654,-526,0.3283289817232376
1985,1259,14,13,1033,851,0.5185185185185185,182,0.5483014861995754
1985,1260,25,5,2170,405,0.8333333333333334,1765,0.8427184466019417
1985,1261,19,9,1510,564,0.6785714285714286,946,0.7280617164898746
1985,1263,10,17,692,1158,0.37037037037037035,-466,0.37405405405405406
1985,1264,8,20,613,1190,0.2857142857142857,-577,0.33998890737659454
1985,1265,16,12,1039,714,0.5714285714285714,325,0.5926982316029663
1985,1266,18,10,1257,584,0.6428571428571429,673,0.6827810972297664
1985,1267,19,12,1484,811,0.6129032258064516,673,0.6466230936819172
1985,1268,22,11,1678,694,0.6666666666666666,984,0.7074198988195616
1985,1269,12,15,864,890,0.4444444444444444,-26,0.4925883694412771
1985,1270,14,10,1105,692,0.5833333333333334,413,0.6149137451307735
1985,1271,2,23,148,1334,0.08,-1186,0.09986504723346828
1985,1272,26,3,1984,195,0.896551724137931,1789,0.9105094079853143
1985,1273,20,8,1671,542,0.7142857142857143,1129,0.755083596927248
1985,1275,18,10,1350,690,0.6428571428571429,660,0.6617647058823529
1985,1276,25,3,2036,197,0.8928571428571429,1839,0.9117778772951187
1985,1277,19,9,1389,638,0.6785714285714286,751,0.6852491366551554
1985,1278,13,15,907,947,0.4642857142857143,-40,0.4892125134843581
1985,1279,8,17,496,959,0.32,-463,0.340893470790378
1985,1280,11,15,793,876,0.4230769230769231,-83,0.4751348112642301
1985,1281,16,13,1165,892,0.5517241379310345,273,0.5663587749149247
1985,1283,13,13,1029,777,0.5,252,0.5697674418604651
1985,1284,9,15,658,1024,0.375,-366,0.3912009512485137
1985,1285,18,7,1282,458,0.72,824,0.7367816091954023
1985,1286,9,16,721,1015,0.36,-294,0.4153225806451613
1985,1287,3,20,233,1179,0.13043478260869565,-946,0.165014164305949
1985,1288,2,24,160,1639,0.07692307692307693,-1479,0.08893829905503058
1985,1290,11,11,895,844,0.5,51,0.5146635997699828
1985,1292,13,13,877,871,0.5,6,0.5017162471395881
1985,1293,16,8,1131,456,0.6666666666666666,675,0.7126654064272212
1985,1296,9,16,711,973,0.36,-262,0.42220902612826605
1985,1298,23,5,1842,348,0.8214285714285714,1494,0.8410958904109589
1985,1299,16,8,1202,501,0.6666666666666666,701,0.7058132706987669
1985,1301,20,9,1569,577,0.6896551724137931,992,0.7311276794035415
1985,1304,12,13,910,844,0.48,66,0.5188141391106044
1985,1305,19,9,1562,623,0.6785714285714286,939,0.7148741418764302
1985,1306,7,22,410,1291,0.2413793103448276,-881,0.24103468547912993
1985,1307,17,12,1226,794,0.5862068965517241,432,0.6069306930693069
1985,1308,7,20,533,1334,0.25925925925925924,-801,0.28548473486877346
1985,1309,10,19,748,1162,0.3448275862068966,-414,0.39162303664921466
1985,1310,15,12,1130,751,0.5555555555555556,379,0.6007442849548112
1985,1311,15,8,1124,534,0.6521739130434783,590,0.6779252110977081
1985,1314,23,8,1778,539,0.7419354838709677,1239,0.7673716012084593
1985,1317,4,22,283,1357,0.15384615384615385,-1074,0.17256097560975608
1985,1318,20,8,1580,579,0.7142857142857143,1001,0.7318202871699862
1985,1319,14,12,1008,767,0.5384615384615384,241,0.5678873239436619
1985,1320,8,16,550,980,0.3333333333333333,-430,0.35947712418300654
1985,1321,4,22,259,1174,0.15384615384615385,-915,0.1807397069085834
1985,1322,1,23,72,1524,0.041666666666666664,-1452,0.045112781954887216
1985,1323,20,8,1414,542,0.7142857142857143,872,0.7229038854805726
1985,1325,20,7,1349,475,0.7407407407407407,874,0.7395833333333334
1985,1326,19,9,1514,664,0.6785714285714286,850,0.6951331496786042
1985,1327,3,19,213,1229,0.13636363636363635,-1016,0.14771151178918168
1985,1328,25,5,2320,375,0.8333333333333334,1945,0.8608534322820037
1985,1329,11,15,830,1096,0.4230769230769231,-266,0.43094496365524404
1985,1330,18,11,1364,762,0.6206896551724138,602,0.6415804327375353
1985,1331,14,15,1081,1076,0.4827586206896552,5,0.5011590171534539
1985,1332,13,16,861,929,0.4482758620689655,-68,0.4810055865921788
1985,1333,21,8,1342,453,0.7241379310344828,889,0.7476323119777158
1985,1334,7,19,518,1128,0.2692307692307692,-610,0.31470230862697446
1985,1335,13,13,954,823,0.5,131,0.5368598761958356
1985,1336,5,19,351,1175,0.20833333333333334,-824,0.23001310615989515
1985,1337,20,7,1508,535,0.7407407407407407,973,0.7381302006852668
1985,1338,15,11,1129,697,0.5769230769230769,432,0.6182913472070098
1985,1339,10,14,645,829,0.4166666666666667,-184,0.43758480325644505
1985,1341,5,21,404,1367,0.19230769230769232,-963,0.22811970638057594
1985,1343,9,15,577,685,0.375,-108,0.4572107765451664
1985,1344,10,19,724,1166,0.3448275862068966,-442,0.38306878306878306
1985,1345,17,8,1191,537,0.68,654,0.6892361111111112
1985,1347,14,12,1039,692,0.5384615384615384,347,0.6002310803004044
1985,1348,6,20,421,1208,0.23076923076923078,-787,0.25844076120319215
1985,1349,8,16,515,1003,0.3333333333333333,-488,0.33926218708827405
1985,1350,19,10,1416,589,0.6551724137931034,827,0.7062344139650872
1985,1351,11,15,804,988,0.4230769230769231,-184,0.4486607142857143
1985,1352,7,19,499,1202,0.2692307692307692,-703,0.2933568489124045
1985,1353,16,14,1254,936,0.5333333333333333,318,0.5726027397260274
1985,1354,9,15,685,952,0.375,-267,0.4184483811850947
1985,1356,12,14,943,949,0.46153846153846156,-6,0.49841437632135305
1985,1359,15,11,1215,744,0.5769230769230769,471,0.6202143950995406
1985,1360,12,11,774,621,0.5217391304347826,153,0.5548387096774193
1985,1361,23,7,1911,512,0.7666666666666667,1399,0.7886917044985555
1985,1363,14,13,1087,796,0.5185185185185185,291,0.5772703133297928
1985,1364,10,16,760,1000,0.38461538461538464,-240,0.4318181818181818
1985,1365,16,8,1207,523,0.6666666666666666,684,0.6976878612716763
1985,1368,15,8,1143,521,0.6521739130434783,622,0.6868990384615384
1985,1371,7,18,544,1249,0.28,-705,0.3034021193530396
1985,1373,20,7,1465,447,0.7407407407407407,1018,0.766213389121339
1985,1374,22,8,1733,546,0.7333333333333333,1187,0.7604212373848179
1985,1375,14,13,1152,902,0.5185185185185185,250,0.560856864654333
1985,1376,13,13,1037,871,0.5,166,0.5435010482180294
1985,1378,17,11,1227,685,0.6071428571428571,542,0.6417364016736402
1985,1379,5,20,365,1320,0.2,-955,0.2166172106824926
1985,1380,18,10,1640,734,0.6428571428571429,906,0.6908171861836563
1985,1382,12,15,872,866,0.4444444444444444,6,0.5017261219792866
1985,1383,3,21,174,1184,0.125,-1010,0.12812960235640647
1985,1384,8,18,662,1314,0.3076923076923077,-652,0.3350202429149798
1985,1385,27,3,2076,208,0.9,1868,0.9089316987740805
1985,1386,18,11,1234,645,0.6206896551724138,589,0.6567323044172432
1985,1387,10,15,701,876,0.4,-175,0.4445149017121116
1985,1388,11,12,811,690,0.4782608695652174,121,0.5403064623584277
1985,1389,14,14,979,804,0.5,175,0.5490745933819405
1985,1390,7,17,493,1067,0.2916666666666667,-574,0.316025641025641
1985,1391,10,14,709,864,0.4166666666666667,-155,0.4507310870947235
1985,1393,21,8,1576,564,0.7241379310344828,1012,0.7364485981308411
1985,1395,13,12,907,763,0.52,144,0.5431137724550898
1985,1396,24,5,1599,304,0.8275862068965517,1295,0.8402522333158171
1985,1397,18,14,1463,930,0.5625,533,0.6113664855829503
1985,1398,7,19,477,1204,0.2692307692307692,-727,0.28375966686496135
1985,1399,15,8,1043,562,0.6521739130434783,481,0.6498442367601246
1985,1400,12,13,836,774,0.48,62,0.5192546583850932
1985,1401,17,9,1220,558,0.6538461538461539,662,0.6861642294713161
1985,1402,6,19,393,1191,0.24,-798,0.2481060606060606
1985,1403,22,7,1596,408,0.7586206896551724,1188,0.7964071856287425
1985,1405,15,12,1102,771,0.5555555555555556,331,0.5883609183128671
1985,1406,5,20,368,1259,0.2,-891,0.22618315918869084
1985,1408,14,13,955,721,0.5185185185185185,234,0.5698090692124105
1985,1409,22,7,1807,520,0.7586206896551724,1287,0.776536312849162
1985,1410,8,16,555,1030,0.3333333333333333,-475,0.3501577287066246
1985,1411,10,16,731,1110,0.38461538461538464,-379,0.39706681151548073
1985,1412,22,8,1487,494,0.7333333333333333,993,0.7506309944472489
1985,1414,11,17,914,1243,0.39285714285714285,-329,0.4237366713027353
1985,1416,9,17,577,1006,0.34615384615384615,-429,0.3644977890082123
1985,1417,15,12,1086,768,0.5555555555555556,318,0.5857605177993528
1985,1418,14,13,1125,886,0.5185185185185185,239,0.5594231725509696
1985,1419,15,12,1119,846,0.5555555555555556,273,0.5694656488549619
1985,1423,9,16,607,1024,0.36,-417,0.37216431637032493
1985,1424,27,3,2293,187,0.9,2106,0.9245967741935484
1985,1425,19,9,1386,529,0.6785714285714286,857,0.7237597911227154
1985,1426,9,16,692,1114,0.36,-422,0.3831672203765227
1985,1427,16,9,1256,625,0.64,631,0.6677299308878256
1985,1428,14,16,1013,1119,0.4666666666666667,-106,0.475140712945591
1985,1429,16,11,1402,863,0.5925925925925926,539,0.6189845474613687
1985,1431,20,9,1535,599,0.6896551724137931,936,0.7193064667291471
1985,1432,11,12,756,704,0.4782608695652174,52,0.5178082191780822
1985,1433,25,5,1860,313,0.8333333333333334,1547,0.8559595029912563
1985,1434,5,19,356,1159,0.20833333333333334,-803,0.23498349834983498
1985,1435,11,17,850,1123,0.39285714285714285,-273,0.4308160162189559
1985,1436,6,19,371,1091,0.24,-720,0.25376196990424077
1985,1437,19,10,1416,657,0.6551724137931034,759,0.683068017366136
1985,1438,13,15,827,863,0.4642857142857143,-36,0.4893491124260355
1985,1439,19,8,1612,579,0.7037037037037037,1033,0.7357371063441351
1985,1440,12,14,709,831,0.46153846153846156,-122,0.4603896103896104
1985,1441,11,14,834,968,0.44,-134,0.462819089900111
1985,1442,11,13,833,799,0.4583333333333333,34,0.5104166666666666
1985,1443,13,14,1007,882,0.48148148148148145,125,0.5330862890418211
1985,1444,9,16,744,1118,0.36,-374,0.3995703544575725
1985,1446,7,17,506,1168,0.2916666666666667,-662,0.3022700119474313
1985,1447,8,16,673,1087,0.3333333333333333,-414,0.38238636363636364
1985,1448,14,13,1080,863,0.5185185185185185,217,0.5558414822439527
1985,1449,22,9,1509,510,0.7096774193548387,999,0.7473997028231798
1985,1450,11,15,769,887,0.4230769230769231,-118,0.4643719806763285
1985,1451,17,9,1444,592,0.6538461538461539,852,0.7092337917485265
1985,1452,18,8,1287,497,0.6923076923076923,790,0.7214125560538116
1985,1453,2,22,129,1309,0.08333333333333333,-1180,0.08970792767732963
1985,1455,17,12,1431,805,0.5862068965517241,626,0.6399821109123435
1985,1456,15,12,1054,723,0.5555555555555556,331,0.5931344963421497
1985,1458,12,14,879,904,0.46153846153846156,-25,0.4929893438025799
1985,1461,12,14,823,830,0.46153846153846156,-7,0.49788263762855417
1985,1462,15,13,1153,856,0.5357142857142857,297,0.5739173718267795
1985,1463,11,12,746,804,0.4782608695652174,-58,0.48129032258064514
1985,1464,16,11,1166,694,0.5925925925925926,472,0.6268817204301075
1986,1102,6,19,399,1065,0.24,-666,0.2725409836065574
1986,1103,18,7,1335,490,0.72,845,0.7315068493150685
1986,1104,22,8,1728,529,0.7333333333333333,1199,0.765618077093487
1986,1106,8,16,686,1206,0.3333333333333333,-520,0.36257928118393234
1986,1108,14,11,1132,761,0.56,371,0.5979926043317485
1986,1109,5,19,456,1713,0.20833333333333334,-1257,0.21023513139695713
1986,1110,7,18,537,1148,0.28,-611,0.31869436201780416
1986,1111,13,12,853,708,0.52,145,0.5464445868033312
1986,1112,21,8,1476,496,0.7241379310344828,980,0.7484787018255578
1986,1113,11,14,798,915,0.44,-117,0.4658493870402802
1986,1114,21,9,1738,660,0.7,1078,0.7247706422018348
1986,1116,12,16,876,1079,0.42857142857142855,-203,0.44808184143222507
1986,1117,14,11,1022,690,0.56,332,0.5969626168224299
1986,1119,8,18,534,1028,0.3076923076923077,-494,0.3418693982074264
1986,1120,17,10,1309,625,0.6296296296296297,684,0.6768355739400207
1986,1121,8,17,586,1049,0.32,-463,0.3584097859327217
1986,1122,12,14,870,926,0.46153846153846156,-56,0.4844097995545657
1986,1123,20,9,1539,587,0.6896551724137931,952,0.7238946378174976
1986,1124,7,16,420,870,0.30434782608695654,-450,0.32558139534883723
1986,1126,7,22,526,1474,0.2413793103448276,-948,0.263
1986,1129,10,15,716,894,0.4,-178,0.44472049689440996
1986,1130,12,15,923,1033,0.4444444444444444,-110,0.471881390593047
1986,1131,20,9,1430,592,0.6896551724137931,838,0.7072205736894164
1986,1132,7,19,523,1244,0.2692307692307692,-721,0.29598189020939447
1986,1133,30,2,2145,134,0.9375,2011,0.9412022817025011
1986,1134,6,21,414,1427,0.2222222222222222,-1013,0.22487778381314502
1986,1135,14,10,1088,671,0.5833333333333334,417,0.6185332575326891
1986,1137,13,12,950,750,0.52,200,0.5588235294117647
1986,1139,5,19,363,1192,0.20833333333333334,-829,0.23344051446945338
1986,1140,16,13,1241,859,0.5517241379310345,382,0.590952380952381
1986,1141,8,17,568,1058,0.32,-490,0.34932349323493234
1986,1143,17,9,1215,528,0.6538461538461539,687,0.6970740103270223
1986,1144,5,18,362,972,0.21739130434782608,-610,0.27136431784107945
1986,1145,19,8,1273,484,0.7037037037037037,789,0.7245304496300512
1986,1147,10,17,749,1188,0.37037037037037035,-439,0.3866804336602994
1986,1149,15,9,1144,619,0.625,525,0.6488939307997731
1986,1150,5,20,375,1327,0.2,-952,0.22032902467685075
1986,1151,18,9,1333,555,0.6666666666666666,778,0.7060381355932204
1986,1152,18,6,1440,381,0.75,1059,0.7907742998352554
1986,1153,10,16,764,1009,0.38461538461538464,-245,0.43090806542583193
1986,1154,8,16,623,1095,0.3333333333333333,-472,0.3626309662398137
1986,1155,17,14,1367,946,0.5483870967741935,421,0.5910073497622136
1986,1156,24,3,2144,241,0.8888888888888888,1903,0.8989517819706498
1986,1160,6,20,487,1373,0.23076923076923078,-886,0.2618279569892473
1986,1161,8,18,585,1044,0.3076923076923077,-459,0.35911602209944754
1986,1162,10,14,662,897,0.4166666666666667,-235,0.4246311738293778
1986,1163,11,16,822,995,0.4074074074074074,-173,0.4523940561364887
1986,1164,8,17,545,1014,0.32,-469,0.3495830660679923
1986,1165,13,12,822,729,0.52,93,0.5299806576402321
1986,1166,9,16,589,868,0.36,-279,0.40425531914893614
1986,1168,14,15,1051,928,0.4827586206896552,123,0.5310763011622032
1986,1171,8,14,542,808,0.36363636363636365,-266,0.4014814814814815
1986,1172,16,10,1150,623,0.6153846153846154,527,0.6486181613085167
1986,1173,17,12,1281,786,0.5862068965517241,495,0.6197387518142236
1986,1174,8,15,560,1124,0.34782608695652173,-564,0.332541567695962
1986,1175,10,17,743,1041,0.37037037037037035,-298,0.4164798206278027
1986,1177,16,12,1203,737,0.5714285714285714,466,0.6201030927835052
1986,1178,11,15,802,901,0.4230769230769231,-99,0.4709336465061656
1986,1179,16,10,1077,604,0.6153846153846154,473,0.6406900654372397
1986,1180,16,10,1317,633,0.6153846153846154,684,0.6753846153846154
1986,1181,32,2,2560,172,0.9411764705882353,2388,0.9370424597364568
1986,1182,14,14,1040,930,0.5,110,0.5279187817258884
1986,1183,15,13,1118,931,0.5357142857142857,187,0.5456320156173743
1986,1184,6,18,444,1101,0.25,-657,0.287378640776699
1986,1185,8,18,633,1180,0.3076923076923077,-547,0.3491450634307777
1986,1186,16,8,1172,492,0.6666666666666666,680,0.7043269230769231
1986,1187,8,16,494,950,0.3333333333333333,-456,0.34210526315789475
1986,1190,11,16,861,1159,0.4074074074074074,-298,0.4262376237623762
1986,1191,7,19,483,1141,0.2692307692307692,-658,0.2974137931034483
1986,1192,18,8,1406,505,0.6923076923076923,901,0.7357404500261643
1986,1193,23,6,1529,373,0.7931034482758621,1156,0.8038906414300736
1986,1196,16,12,1196,788,0.5714285714285714,408,0.6028225806451613
1986,1197,9,16,779,1095,0.36,-316,0.41568836712913554
1986,1199,9,17,728,1251,0.34615384615384615,-523,0.3678625568468924
1986,1200,13,16,873,916,0.4482758620689655,-43,0.4879821129122415
1986,1201,13,15,805,783,0.4642857142857143,22,0.506926952141058
1986,1202,6,17,452,1009,0.2608695652173913,-557,0.30937713894592744
1986,1203,9,16,692,1033,0.36,-341,0.4011594202898551
1986,1204,11,13,758,778,0.4583333333333333,-20,0.4934895833333333
1986,1206,18,11,1303,743,0.6206896551724138,560,0.636852394916911
1986,1207,20,7,1591,496,0.7407407407407407,1095,0.7623382846190704
1986,1208,16,12,1330,846,0.5714285714285714,484,0.6112132352941176
1986,1209,7,17,535,1264,0.2916666666666667,-729,0.2973874374652585
1986,1210,24,6,1855,381,0.8,1474,0.8296064400715564
1986,1211,12,12,865,728,0.5,137,0.5430006277463905
1986,1212,10,12,670,685,0.45454545454545453,-15,0.4944649446494465
1986,1215,12,12,887,812,0.5,75,0.5220718069452619
1986,1216,12,16,788,960,0.42857142857142855,-172,0.45080091533180777
1986,1217,4,18,256,1028,0.18181818181818182,-772,0.19937694704049844
1986,1218,4,23,327,1465,0.14814814814814814,-1138,0.18247767857142858
1986,1220,17,11,1241,781,0.6071428571428571,460,0.6137487636003957
1986,1221,12,17,943,1125,0.41379310344827586,-182,0.4559961315280464
1986,1222,11,14,914,985,0.44,-71,0.4813059505002633
1986,1223,10,14,760,811,0.4166666666666667,-51,0.48376830044557606
1986,1224,17,9,1197,580,0.6538461538461539,617,0.6736072031513787
1986,1225,8,18,601,1135,0.3076923076923077,-534,0.34619815668202764
1986,1226,12,12,821,699,0.5,122,0.5401315789473684
1986,1227,11,16,883,1149,0.4074074074074074,-266,0.4345472440944882
1986,1228,20,9,1584,539,0.6896551724137931,1045,0.7461139896373057
1986,1229,14,14,902,811,0.5,91,0.5265615878575598
1986,1231,21,7,1681,453,0.75,1228,0.7877225866916588
1986,1232,9,17,546,985,0.34615384615384615,-439,0.356629653821032
1986,1233,14,15,931,982,0.4827586206896552,-51,0.4866701515943544
1986,1234,16,11,1262,718,0.5925925925925926,544,0.6373737373737374
1986,1235,17,10,1354,671,0.6296296296296297,683,0.668641975308642
1986,1238,13,15,1006,963,0.4642857142857143,43,0.5109192483494159
1986,1239,19,9,1326,554,0.6785714285714286,772,0.7053191489361702
1986,1241,5,23,357,1364,0.17857142857142858,-1007,0.2074375363160953
1986,1242,30,3,2436,240,0.9090909090909091,2196,0.9103139013452914
1986,1243,11,14,798,935,0.44,-137,0.4604731679169071
1986,1245,10,16,719,1004,0.38461538461538464,-285,0.4172954149738828
1986,1246,28,3,2133,175,0.9032258064516129,1958,0.9241767764298093
1986,1247,14,14,1144,859,0.5,285,0.5711432850723914
1986,1248,12,15,901,889,0.4444444444444444,12,0.5033519553072626
1986,1249,16,11,1246,657,0.5925925925925926,589,0.6547556489753021
1986,1250,10,15,788,1022,0.4,-234,0.4353591160220994
1986,1253,6,22,393,1442,0.21428571428571427,-1049,0.21416893732970027
1986,1254,6,19,477,1301,0.24,-824,0.26827896512935884
1986,1256,16,12,1203,715,0.5714285714285714,488,0.627215849843587
1986,1257,26,7,2073,507,0.7878787878787878,1566,0.8034883720930233
1986,1258,15,10,1213,717,0.6,496,0.6284974093264248
1986,1259,15,11,1206,737,0.5769230769230769,469,0.6206896551724138
1986,1260,13,16,1039,1164,0.4482758620689655,-125,0.4716295960054471
1986,1261,18,11,1419,738,0.6206896551724138,681,0.6578581363004172
1986,1263,7,19,455,1175,0.2692307692307692,-720,0.2791411042944785
